title,press,date,summary,url
연두색 번호판 달자 고가 법인차 등록 ‘뚝’… 사적 사용 ‘자율규제’ 선도자 [폴리시 메이커],서울신문언론사 선정,2024-10-23,"임 과장은 “별도 번호판을 부착하도록 해 법인차의 사적 사용을 지양하는 사회적 분위기를 조성하려고 했다”고 도입 배경을 전했다. 법인 승용차의 연두색 번호판 부착은 윤석열 대통령의 대선 공약이기도 하다. ●올해 등록 대수, 작년보다 1만대 감소 효과는 확실했다. 고가 법인차 등록 대수가...",https://www.seoul.co.kr/news/publicnews/Public_IN/2024/10/23/20241023023002?wlog_tag3=naver
허세의 '하차감'보다는 진정한 자신감의 '승차감' 느껴야,글로벌이코노믹,2025-04-08,"한 마디로 말하면 연두색 법인차 번호판을 단 고급차를 타면 '하차감'이 떨어진다는 것이다. 남들이 부러운 시선으로 바라보지 않는다는 것이다. 대조적으로 개인이 사는 댓수는 늘어났다고 한다. '하차감(下車感)'은 차에 탔을 때 느껴지는 편안함인 ‘승차감’ 에 반대되는 신조어로, 차에서 내렸을 때...",http://www.g-enews.com/ko-kr/news/article/news_all/202503111025401659e250e8e188_1/article.html
‘연두색 번호판’ 회피 꼼수 법인차 키운 허술한 신고체계,조선비즈언론사 선정,2024-11-19,"거짓으로 취득가 낮춰 신고해도 못 걸러내 국토부 “다운계약서 걸러 낼 방안 강구 중” 정부가 고가 법인차에 연두색 번호판을 달지 않기 위해 꼼수를 쓴 법인이 있는지 전수 조사에 착수한 가운데, 허술한 취득가 신고제도가 이런 편법을 부추긴다는 지적이 나온다. 올해 1월 1일부터 ‘8000만원...",https://biz.chosun.com/industry/car/2024/11/19/2GANQW5WB5FVHE2OEGBLOWZR24/?utm_source=naver&utm_medium=original&utm_campaign=biz
"김은혜 의원 ""법인차 '연두색 번호판' 회피 꼼수 만연…탈세의혹도""",비즈니스플러스,2024-10-08,/사진=김은혜 의원실 법인차 연두색 번호판을 피하기 위한 각종 편법 행위와 이에 따른 탈세 의심 정황이 대거 드러났다. 8일 국회 국토교통위원회 소속 김은혜 국민의힘 의원이 국토교통부로부터 제출받은 자료에 따르면 8000만원 이상 고가 법인차량에 부착되는 연두색 번호판을 회피하려는 불·편법...,https://www.businessplus.kr/news/articleView.html?idxno=71311
‘쏙’ 들어간 고가 법인차⋯ ‘연두 번호판’ 효과 직방,경기일보언론사 선정,2024-09-15,지난해比 54.2% 감소 ‘법인차 연두색 번호판’ 부착 제도가 시행된 이후 올해 경기지역에서 고가 법인차 등록 대수가 크게 줄어든 것으로 나타났다. 사진은 8천만원 이상 법인차량에 부착되는 ‘연두색 번호판’. 경기일보DB ‘법인차 연두색 번호판’ 부착 제도가 시행된 이후 올해 경기지역에서...,https://www.kyeonggi.com/article/20240911580285
"[국감] 김은혜 의원 ""법인차 ' 연두색 번호판 ' 회피...탈세의혹도""",뉴스핌,2024-10-07,법인차 연두색 번호판을 피하기 위한 각종 편법 행위와 이에 따른 탈세 의심 정황이 발견됐다. 김은혜 국민의힘 의원 [사진=김은혜 의원실] 7일 국회 국토교통위원회 소속 김은혜 국민의힘 의원이 국토교통부로부터 제출받은 자료에 따르면 8000만원 이상 고가 법인차량에 부착되는 연두색 번호판을...,https://www.newspim.com/news/view/20241007000679
"""법인차 '연두번호판' 회피 꼼수로 탈세의혹…국토부, 규모 파악도 못해""",중앙일보,2024-10-06,"올해부터 취득가액 8000만원 이상인 법인차량에 ‘연두색 번호판’을 부착하는 제도가 시행된 가운데, 일부 법인이 이를 피하기 위해 차량가액을 축소신고〈중앙일보 9월 9일자 보도〉한 정황이 포착됐지만 정부가 축소 신고규모를 제대로 파악하지 못하고 있는 것으로 나타났다. 이런 축소신고가 탈세로...",https://www.joongang.co.kr/article/25282354
[경제쏙쏙] 사라진 슈퍼카·회장님차…연두색 번호판에 법인차 급감,연합뉴스TV,2024-08-30,"연두색 번호판이 도입되면서 고가 법인차 등록 대수가 크게 감소했다고 합니다. 특히 포르쉐의 감소세가 눈에 띈다고요. [기자] 네, 그렇습니다. 올해 들어 고가의 법인차 등록 대수가 작년과 비교해 크게 줄어든 것으로 나타났습니다. 카이즈유데이터연구소에 따르면 올해 1∼7월 8천만원 이상 법인차 등록...",http://www.yonhapnewstv.co.kr/MYH20240830015900641/?input=1825m
尹 공약 '연두색 번호판' 효과 있네… 고가 법인차 등록 급감,한국일보언론사 선정,2024-08-30,"연두색 번호판은 법인차 식별을 용이하게 만들어 개인이 사적으로 사용하는 부작용을 막기 위해 마련됐다. 30일 자동차 정보 업체 카이즈유데이터연구소가 국토교통부 통계를 바탕으로 집계한 1∼7월 법인차 신차 등록 현황에 따르면, 8,000만 원 이상 차량의 등록 대수는 2만7,400대로 나타났다. 전년 동기...",https://www.hankookilbo.com/News/Read/A2024083009270003913?did=NA
올해 고가 법인차 신차 등록 급감 “연두색 번호판 효과”,이데일리,2024-08-29,정부는 공공 및 민간법인에서 이용하는 8000만원 이상 법인차에 대해 일반 등록번호판과 구별하는 것을 골자로 한 ‘자동차 등록번호판 등의 기준에 관한 고시’ 개정안에 따라 올해 1월부터 8000만원 이상 고가 법인차는 연두색 번호판을 의무 장착하도록 했다. 특히 억대를 호가하는 스포츠카...,http://www.edaily.co.kr/news/newspath.asp?newsid=03152086638992240
